STT,SrcIP,SrcPort,DstIP,DstPort,Proto,FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean,Label_unlabeled,Label
5888,172.16.0.5,648,192.168.50.4,13087,17,3448,241914,580046,3448,271,0,Portmap
5889,192.168.50.6,55836,4.2.2.4,53,17,5337,467730,374742,5337,85,0,BENIGN
5890,172.16.0.5,875,192.168.50.4,19913,17,2077,401598,962927,2077,271,0,Portmap
5891,172.16.0.5,648,192.168.50.4,61419,17,3282,1253700,609384,3282,307,0,Portmap
5892,172.16.0.5,517,192.168.50.4,38261,17,2447,340874,817327,2447,271,0,Portmap
5893,172.16.0.5,552,192.168.50.4,6781,17,2780,300043,719424,2780,271,0,Portmap
5894,172.16.0.5,902,192.168.50.4,41313,17,3195,261070,625978,3195,271,0,Portmap
5895,192.168.50.6,61805,4.2.2.4,53,17,49732,56125,40215,49732,83,0,BENIGN
5896,172.16.0.5,730,192.168.50.4,29479,17,3372,247366,593119,3372,271,0,Portmap
5897,192.168.50.6,56384,4.2.2.4,53,17,3292,150751,607533,3292,84,0,BENIGN
5898,172.16.0.5,914,192.168.50.4,17630,17,2845,293188,702987,2845,271,0,Portmap
5899,172.16.0.5,658,192.168.50.4,8756,17,2386,349589,838222,2386,271,0,Portmap
5900,192.168.50.6,53089,4.2.2.4,53,17,2288,1219948,874125,2288,83,0,BENIGN
5901,172.16.0.5,648,192.168.50.4,3736,17,3058,272766,654022,3058,271,0,Portmap
5902,172.16.0.5,648,192.168.50.4,55828,17,2635,316554,759013,2635,271,0,Portmap
5903,192.168.50.6,50512,4.2.2.4,53,17,2083,1340010,960153,2083,83,0,BENIGN
5904,172.16.0.5,895,192.168.50.4,34389,17,3913,213166,511116,3913,271,0,Portmap
5905,172.16.0.5,707,192.168.50.4,12245,17,2286,364882,874890,2286,271,0,Portmap
5906,172.16.0.5,590,192.168.50.4,33738,17,64560,12920,30978,64560,271,0,Portmap
5907,192.168.50.6,65383,8.8.8.8,53,17,27981,89213,71477,27981,85,0,BENIGN
5908,69.172.216.111,443,192.168.50.6,55223,6,5985045269,0,0,544095024,85,0,BENIGN
5909,172.16.0.5,941,192.168.50.4,8995,17,3542,235494,564652,3542,271,0,Portmap
5910,172.16.0.5,648,192.168.50.4,49037,17,2858,291854,699790,2858,271,0,Portmap
5911,172.16.0.5,648,192.168.50.4,8463,17,2224,375054,899280,2224,271,0,Portmap
5912,192.168.50.8,63829,4.2.2.4,53,17,2135,1169215,936768,2135,85,0,BENIGN
5913,192.168.50.4,37024,8.8.8.8,53,17,1978448646670,0,0,120160456,86,0,BENIGN
5914,192.168.50.6,55207,72.167.239.239,80,6,68428616,54,20,7603179,146,0,BENIGN
5915,172.16.0.5,648,192.168.50.4,6662,17,3135,1112863,637958,3135,253,0,Portmap
5916,192.168.50.6,55083,74.208.236.171,80,6,3324,947948,601684,3324,66,0,BENIGN
5917,172.16.0.5,522,192.168.50.4,31271,17,3382,246635,591366,3382,271,0,Portmap
5918,172.16.0.5,648,192.168.50.4,64027,17,5395,154609,370713,5395,271,0,Portmap
5919,205.185.216.42,443,192.168.50.9,35796,6,10084436109,0,0,438453743,356,0,BENIGN
5920,192.168.50.8,63767,4.2.2.4,53,17,2432,567918,822368,2432,78,0,BENIGN
5921,172.16.0.5,668,192.168.50.4,58189,17,3288,253686,608272,3288,271,0,Portmap
5922,172.16.0.5,520,192.168.50.4,3554,17,2422,344393,825763,2422,271,0,Portmap
5923,23.203.134.74,443,192.168.50.8,59708,6,70296419,20,58,4393526,490,0,UNKNOWN
5924,172.16.0.5,543,192.168.50.4,19323,17,4099,851140,487923,4099,253,0,Portmap
5925,172.16.0.5,934,192.168.50.4,26737,17,2290,364244,873362,2290,271,0,Portmap
5926,172.16.0.5,698,192.168.50.4,56506,17,3093,269680,646621,3093,271,0,Portmap
5927,172.16.0.5,584,192.168.50.4,33030,17,41117,20286,48641,41117,271,0,Portmap
5928,172.16.0.5,630,192.168.50.4,41353,17,2286,364882,874890,2286,271,0,Portmap
5929,172.16.0.5,600,192.168.50.4,42130,17,4736,176123,422297,4736,271,0,Portmap
5930,192.168.50.6,54601,4.2.2.4,53,17,7106,600348,281452,7106,73,0,BENIGN
5931,172.16.0.5,978,192.168.50.4,13287,17,45540,18316,43917,45540,271,0,Portmap
5932,172.16.0.5,774,192.168.50.4,12634,17,3284,253995,609013,3284,271,0,Portmap
5933,23.63.78.40,80,192.168.50.9,46316,6,175614960112,0,0,4283291710,102,0,BENIGN
5934,172.16.0.5,659,192.168.50.4,2914,17,3161,263878,632711,3161,271,0,Portmap
5935,172.16.0.5,850,192.168.50.4,3401,17,3580,232994,558659,3580,271,0,Portmap
5936,172.217.10.226,443,192.168.50.6,54912,6,170296787959,0,0,1198477476,352,0,BENIGN
5937,192.168.50.8,59682,172.217.12.130,443,6,245609260337,0,0,3108977978,161,0,BENIGN
5938,172.16.0.5,648,192.168.50.4,62432,17,4707,177208,424899,4707,271,0,Portmap
5939,192.168.50.6,61324,8.8.8.8,53,17,7611,327982,262777,7611,85,0,BENIGN
5940,172.16.0.5,533,192.168.50.4,47523,17,2390,349004,836820,2390,271,0,Portmap
5941,172.16.0.5,714,192.168.50.4,57690,17,46441,17960,43065,46441,271,0,Portmap
5942,172.16.0.5,976,192.168.50.4,17414,17,3306,252305,604960,3306,271,0,Portmap
5943,172.16.0.5,648,192.168.50.4,9891,17,4634,180000,431592,4634,271,0,Portmap
5944,192.168.50.6,63038,4.2.2.4,53,17,2328,86472,859106,2328,86,0,BENIGN
5945,192.168.50.8,58761,4.2.2.4,53,17,18783,10717,106479,18783,86,0,BENIGN
5946,172.16.0.5,648,192.168.50.4,7886,17,2419,1022894,826787,2419,289,0,Portmap
5947,172.16.0.5,674,192.168.50.4,21126,17,2587,322427,773096,2587,271,0,Portmap
5948,172.16.0.5,648,192.168.50.4,55327,17,59662,13980,33522,59662,271,0,Portmap
5949,172.16.0.5,648,192.168.50.4,13211,17,3234,257922,618429,3234,271,0,Portmap
5950,192.168.50.6,63751,4.2.2.4,53,17,2862,1490593,698812,2862,73,0,BENIGN
5951,172.16.0.5,648,192.168.50.4,11539,17,3134,266152,638162,3134,271,0,Portmap
5952,192.168.50.6,63821,4.2.2.4,53,17,2402,110774,832639,2402,71,0,BENIGN
5953,172.16.0.5,648,192.168.50.4,10334,17,2933,1189507,681895,2933,253,0,Portmap
5954,172.16.0.5,639,192.168.50.4,54492,17,3331,1047381,600420,3331,253,0,Portmap
5955,172.16.0.5,795,192.168.50.4,7338,17,2466,338248,811030,2466,271,0,Portmap
5956,172.16.0.5,648,192.168.50.4,55318,17,2948,839342,678426,2948,289,0,Portmap
5957,172.16.0.5,648,192.168.50.4,6606,17,3099,269158,645369,3099,271,0,Portmap
5958,192.168.50.8,63211,8.8.8.8,53,17,7723,552386,258966,7723,73,0,BENIGN
5959,172.16.0.5,989,192.168.50.4,4631,17,2874,290229,695894,2874,271,0,Portmap
5960,172.16.0.5,539,192.168.50.4,38891,17,5632,439343,355113,5632,289,0,Portmap
5961,172.16.0.5,840,192.168.50.4,11266,17,3184,261972,628140,3184,271,0,Portmap
5962,172.16.0.5,648,192.168.50.4,28673,17,2854,292263,700770,2854,271,0,Portmap
5963,172.16.0.5,867,192.168.50.4,751,17,2576,323804,776397,2576,271,0,Portmap
5964,172.16.0.5,888,192.168.50.4,43385,17,3577,233190,559127,3577,271,0,Portmap
5965,38.91.108.49,443,192.168.50.9,40886,6,12521152305,0,0,131801603,1255,0,BENIGN
5966,172.16.0.5,648,192.168.50.4,62952,17,48030,17366,41640,48030,271,0,Portmap
5967,172.16.0.5,606,192.168.50.4,26406,17,2645,451364,756143,2645,254,0,Portmap
5968,172.16.0.5,882,192.168.50.4,54299,17,2664,313108,750750,2664,271,0,Portmap
5969,172.16.0.5,937,192.168.50.4,34896,17,5133,162501,389635,5133,271,0,Portmap
5970,192.168.50.8,62211,4.2.2.4,53,17,2906,859007,688231,2906,85,0,BENIGN
5971,172.16.0.5,648,192.168.50.4,52099,17,2285,365041,875273,2285,271,0,Portmap
5972,172.16.0.5,648,192.168.50.4,3759,17,4168,200124,479846,4168,271,0,Portmap
5973,172.16.0.5,517,192.168.50.4,34065,17,2835,294222,705467,2835,271,0,Portmap
5974,192.168.50.9,39724,52.33.113.226,443,6,60563515808,0,0,1835258054,153,0,BENIGN
5975,192.168.50.6,50804,8.8.8.8,53,17,5820,378231,343642,5820,87,0,BENIGN
5976,172.16.0.5,750,192.168.50.4,28872,17,2219,1572251,901306,2219,253,0,Portmap
5977,172.16.0.5,648,192.168.50.4,34825,17,2171,384210,921234,2171,271,0,Portmap
5978,172.16.0.5,516,192.168.50.4,42009,17,3112,268033,642673,3112,271,0,Portmap
5979,172.16.0.5,975,192.168.50.4,43200,17,2100,397200,952380,2100,271,0,Portmap
5980,172.16.0.5,861,192.168.50.4,21475,17,2462,1417070,812347,2462,253,0,Portmap
5981,172.16.0.5,556,192.168.50.4,35745,17,4239,583718,471809,4239,289,0,Portmap
5982,192.168.50.6,55261,74.208.236.171,80,6,5251985499,0,0,750283642,61,0,BENIGN
5983,172.16.0.5,512,192.168.50.4,57990,17,2246,371380,890471,2246,271,0,Portmap
5984,192.168.50.6,54892,52.85.90.206,443,6,170170020121,0,0,861699980,117,0,BENIGN
5985,172.16.0.5,832,192.168.50.4,24051,17,3073,271435,650829,3073,271,0,Portmap
5986,72.21.91.29,80,192.168.50.6,55188,6,116018750382,0,0,4000646564,116,0,BENIGN
5987,172.16.0.5,742,192.168.50.4,39843,17,2821,295682,708968,2821,271,0,Portmap
5988,172.16.0.5,919,192.168.50.4,11176,17,2740,304423,729927,2740,271,0,Portmap
5989,192.168.50.8,59840,172.217.12.196,443,6,170512228109,0,0,3343377021,180,0,BENIGN
5990,172.16.0.5,712,192.168.50.4,35080,17,2886,1208879,693000,2886,253,0,Portmap
5991,192.168.50.8,54692,4.2.2.4,53,17,2205,492612,907029,2205,80,0,BENIGN
5992,172.16.0.5,648,192.168.50.4,31837,17,7545,110552,265076,7545,271,0,Portmap
5993,172.16.0.5,839,192.168.50.4,55812,17,46712,17856,42815,46712,271,0,Portmap
5994,192.168.50.8,53358,4.2.2.4,53,17,3991,625476,501127,3991,85,0,BENIGN
5995,172.16.0.5,659,192.168.50.4,15980,17,3292,253378,607533,3292,271,0,Portmap
5996,172.217.6.226,80,192.168.50.6,55165,6,5950415795,0,0,1190083159,62,0,BENIGN
5997,192.168.50.6,51372,4.2.2.4,53,17,3895,943811,513478,3895,77,0,BENIGN
5998,192.168.50.6,58992,4.2.2.4,53,17,3132,158453,638569,3132,84,0,BENIGN
5999,172.16.0.5,648,192.168.50.4,55534,17,2399,347695,833680,2399,271,0,Portmap
6000,172.16.0.5,945,192.168.50.4,36468,17,46526,17928,42986,46526,271,0,Portmap
6001,172.16.0.5,827,192.168.50.4,5462,17,35398,23564,56500,35398,271,0,Portmap
6002,172.16.0.5,588,192.168.50.4,58043,17,2408,1448848,830564,2408,253,0,Portmap
6003,172.16.0.5,831,192.168.50.4,49821,17,2082,1188464,960614,2082,289,0,Portmap
6004,172.16.0.5,832,192.168.50.4,8497,17,2933,284391,681895,2933,271,0,Portmap
6005,172.16.0.5,648,192.168.50.4,52552,17,33661,24780,59415,33661,271,0,Portmap
6006,172.16.0.5,738,192.168.50.4,9724,17,2795,298433,715563,2795,271,0,Portmap
6007,172.16.0.5,776,192.168.50.4,2718,17,2921,285559,684697,2921,271,0,Portmap
6008,172.16.0.5,648,192.168.50.4,19492,17,3087,1130167,647878,3087,253,0,Portmap
6009,172.16.0.5,805,192.168.50.4,58007,17,2565,325193,779727,2565,271,0,Portmap
6010,172.16.0.5,648,192.168.50.4,45180,17,3724,223985,537056,3724,271,0,Portmap
6011,172.16.0.5,648,192.168.50.4,62819,17,47279,73792,42302,47279,253,0,Portmap
6012,192.168.50.6,55009,74.208.236.171,80,6,223370632,17,4,17182356,170,0,BENIGN
6013,192.168.50.6,54800,172.217.7.2,443,6,36434730252,0,0,2991978754,73,0,BENIGN
6014,172.16.0.5,697,192.168.50.4,36718,17,2348,355247,851788,2348,271,0,Portmap
6015,172.16.0.5,648,192.168.50.4,95,17,3035,274833,658978,3035,271,0,Portmap
6016,192.168.50.8,55436,4.2.2.4,53,17,3230,610251,619195,3230,74,0,BENIGN
6017,172.16.0.5,777,192.168.50.4,27158,17,39576,21076,50535,39576,271,0,Portmap
6018,172.217.2.166,443,192.168.50.8,59776,6,111560834,33,7,6562402,425,0,UNKNOWN
6019,172.16.0.5,952,192.168.50.4,20243,17,3297,750495,606612,3297,289,0,Portmap
6020,172.16.0.5,42392,192.168.50.4,22974,6,100861932,37,39,33620644,60,0,Portmap
6021,172.16.0.5,568,192.168.50.4,50564,17,3109,268292,643293,3109,271,0,Portmap
6022,192.168.50.6,60386,4.2.2.4,53,17,6381,483656,313430,6381,81,0,BENIGN
6023,172.16.0.5,1008,192.168.50.4,46338,17,2809,880876,711997,2809,289,0,Portmap
6024,192.168.50.6,58793,4.2.2.4,53,17,2582,1398672,774593,2582,92,0,BENIGN
6025,172.16.0.5,41077,192.168.50.4,1903,6,101968447,37,39,33989482,60,0,Portmap
6026,172.16.0.5,685,192.168.50.4,19336,17,3059,272677,653808,3059,271,0,Portmap
6027,172.16.0.5,613,192.168.50.4,23257,17,2981,279812,670915,2981,271,0,Portmap
6028,192.168.50.8,59851,23.194.142.213,443,6,115760485700,0,0,2823426480,156,0,BENIGN
6029,172.16.0.5,648,192.168.50.4,65346,17,3180,778107,628930,3180,289,0,Portmap
6030,172.16.0.5,589,192.168.50.4,12243,17,3233,258002,618620,3233,271,0,Portmap
6031,172.16.0.5,614,192.168.50.4,22496,17,2085,1673298,959232,2085,253,0,Portmap
6032,172.16.0.5,912,192.168.50.4,31645,17,3238,257603,617665,3238,271,0,Portmap
6033,172.16.0.5,922,192.168.50.4,51523,17,3047,273751,656383,3047,271,0,Portmap
6034,74.208.236.171,80,192.168.50.6,55012,6,5516626000,0,0,1838875333,63,0,BENIGN
6035,172.16.0.5,841,192.168.50.4,34685,17,3176,262632,629722,3176,271,0,Portmap
6036,192.168.50.9,60880,23.194.141.179,443,6,115730172955,0,0,2411045269,171,0,BENIGN
6037,172.16.0.5,648,192.168.50.4,5866,17,27140,128549,73691,27140,253,0,Portmap
6038,172.16.0.5,648,192.168.50.4,48336,17,3255,256258,614439,3255,271,0,Portmap
6039,172.16.0.5,648,192.168.50.4,42511,17,3356,248546,595947,3356,271,0,Portmap
6040,172.16.0.5,524,192.168.50.4,7681,17,3439,242547,581564,3439,271,0,Portmap
6041,172.217.3.97,443,192.168.50.6,55166,6,170401194104,0,0,378549308,93,0,BENIGN
6042,172.16.0.5,648,192.168.50.4,11273,17,3232,765588,618811,3232,289,0,Portmap
6043,192.168.50.6,58288,4.2.2.4,53,17,2241,1640403,892458,2241,77,0,BENIGN
6044,192.168.50.6,53807,4.2.2.4,53,17,2228,884700,897666,2228,74,0,BENIGN
6045,172.16.0.5,648,192.168.50.4,41019,17,2652,314525,754147,2652,271,0,Portmap
6046,23.192.125.11,80,192.168.50.8,59811,6,115885449929,0,0,3996049997,122,0,BENIGN
6047,192.168.50.6,55089,216.58.219.194,443,6,744704266680,0,0,1777337151,112,0,BENIGN
6048,192.168.50.6,65383,4.2.2.4,53,17,20985,118955,95306,20985,85,0,BENIGN
6049,172.16.0.5,971,192.168.50.4,41171,17,44627,18690,44815,44627,271,0,Portmap
6050,172.16.0.5,648,192.168.50.4,48283,17,2961,281702,675447,2961,271,0,Portmap
6051,172.16.0.5,676,192.168.50.4,38094,17,3677,226848,543921,3677,271,0,Portmap
6052,172.16.0.5,648,192.168.50.4,61195,17,2343,356005,853606,2343,271,0,Portmap
6053,172.16.0.5,759,192.168.50.4,37444,17,2814,296418,710732,2814,271,0,Portmap
6054,172.16.0.5,648,192.168.50.4,2994,17,2176,383327,919117,2176,271,0,Portmap
6055,192.168.50.8,59724,4.2.2.4,53,17,2921,1460485,684697,2921,73,0,BENIGN
6056,192.168.50.6,61122,4.2.2.4,53,17,3226,956667,619962,3226,81,0,BENIGN
6057,172.16.0.5,41860,192.168.50.4,7589,6,94270595,40,42,31423531,60,0,Portmap
6058,172.16.0.5,966,192.168.50.4,23525,17,2226,374717,898472,2226,271,0,Portmap
6059,172.16.0.5,648,192.168.50.4,19636,17,3438,242618,581733,3438,271,0,Portmap
6060,172.16.0.5,829,192.168.50.4,11249,17,1960,425571,1020408,1960,271,0,Portmap
6061,192.168.50.6,55194,54.201.6.28,443,6,60974476691,0,0,1966918602,151,0,BENIGN
6062,172.16.0.5,693,192.168.50.4,39866,17,2978,280094,671591,2978,271,0,Portmap
6063,52.84.35.26,443,192.168.50.9,55020,6,138117280,26,13,7673182,620,0,BENIGN
6064,192.168.50.8,65142,4.2.2.4,53,17,14863,73081,134562,14863,80,0,BENIGN
6065,172.16.0.5,637,192.168.50.4,22177,17,43950,18978,45506,43950,271,0,Portmap
6066,192.168.50.6,54955,52.216.18.11,80,6,23176417106,0,0,1103638909,100,0,BENIGN
6067,172.16.0.5,885,192.168.50.4,45527,17,3300,252763,606060,3300,271,0,Portmap
6068,74.208.236.171,80,192.168.50.8,59830,6,5212407166,0,0,1737469055,63,0,BENIGN
6069,172.16.0.5,817,192.168.50.4,20671,17,2923,285364,684228,2923,271,0,Portmap
6070,172.16.0.5,958,192.168.50.4,6515,17,3282,254150,609384,3282,271,0,Portmap
6071,31.13.71.7,443,192.168.50.9,48744,6,170474733558,0,0,1136498223,1209,0,BENIGN
6072,192.168.50.8,59810,199.166.0.200,443,6,10118147307,0,0,532534068,263,0,BENIGN
6073,172.16.0.5,604,192.168.50.4,38043,17,3214,1280225,622277,3214,307,0,Portmap
6074,192.168.50.6,54646,4.2.2.4,53,17,25671,42312,77908,25671,80,0,BENIGN
6075,172.16.0.5,740,192.168.50.4,12450,17,2541,328264,787091,2541,271,0,Portmap
6076,172.16.0.5,542,192.168.50.4,13507,17,3207,260093,623635,3207,271,0,Portmap
6077,172.16.0.5,651,192.168.50.4,22588,17,2157,386704,927213,2157,271,0,Portmap
6078,192.168.50.8,59647,23.194.177.32,443,6,115371922216,0,0,1538292296,86,0,BENIGN
6079,172.16.0.5,679,192.168.50.4,27240,17,2939,283811,680503,2939,271,0,Portmap
6080,172.16.0.5,781,192.168.50.4,16038,17,2260,369079,884955,2260,271,0,Portmap
6081,23.192.125.80,80,192.168.50.9,51450,6,115692986752,0,0,3732031830,116,0,BENIGN
6082,172.16.0.5,59055,192.168.50.4,23,6,7294,553315,274197,7294,60,0,Portmap
6083,172.16.0.5,534,192.168.50.4,45481,17,2325,1500570,860215,2325,253,0,Portmap
6084,192.168.50.4,22,172.16.0.5,31151,6,12230991384,0,0,330567334,182,0,Portmap
6085,192.168.50.6,58484,4.2.2.4,53,17,4677,407599,427624,4677,89,0,BENIGN
6086,172.16.0.5,648,192.168.50.4,9306,17,3043,274111,657246,3043,271,0,Portmap
6087,192.168.50.6,52725,4.2.2.4,53,17,17417,28493,114830,17417,84,0,BENIGN
6088,204.154.111.133,443,192.168.50.8,59652,6,78954245,33,43,7177658,152,0,BENIGN
6089,172.16.0.5,658,192.168.50.4,51580,17,2950,282752,677966,2950,271,0,Portmap
6090,192.168.50.8,59895,172.217.2.162,443,6,171062618349,0,0,3978200426,115,0,BENIGN
6091,172.16.0.5,648,192.168.50.4,10720,17,2116,394196,945179,2116,271,0,Portmap
6092,172.16.0.5,980,192.168.50.4,15985,17,3141,265558,636739,3141,271,0,Portmap
6093,74.208.236.171,80,192.168.50.6,55042,6,5241318477,0,0,1747106159,63,0,BENIGN
6094,172.16.0.5,628,192.168.50.4,42785,17,3993,873735,500876,3993,253,0,Portmap
6095,172.16.0.5,791,192.168.50.4,36052,17,45408,76832,44045,45408,253,0,Portmap
6096,172.16.0.5,785,192.168.50.4,50659,17,3258,1262935,613873,3258,307,0,Portmap
6097,172.16.0.5,648,192.168.50.4,1885,17,2022,412522,989119,2022,271,0,Portmap
6098,172.16.0.5,648,192.168.50.4,19393,17,3405,726690,587371,3405,289,0,Portmap
6099,172.16.0.5,762,192.168.50.4,54060,17,1967,424057,1016776,1967,271,0,Portmap
6100,172.16.0.5,989,192.168.50.4,31991,17,2120,393453,943396,2120,271,0,Portmap
6101,172.16.0.5,927,192.168.50.4,30548,17,3311,251924,604047,3311,271,0,Portmap
6102,172.16.0.5,791,192.168.50.4,18534,17,2323,359070,860955,2323,271,0,Portmap
6103,172.16.0.5,648,192.168.50.4,61233,17,2896,288025,690607,2896,271,0,Portmap
6104,172.16.0.5,724,192.168.50.4,54336,17,2981,279812,670915,2981,271,0,Portmap
6105,172.16.0.5,648,192.168.50.4,10073,17,3085,1130899,648298,3085,253,0,Portmap
6106,172.16.0.5,648,192.168.50.4,46667,17,3200,260662,625000,3200,271,0,Portmap
6107,172.16.0.5,904,192.168.50.4,43843,17,2612,319341,765696,2612,271,0,Portmap
6108,172.16.0.5,648,192.168.50.4,37126,17,3081,270730,649139,3081,271,0,Portmap
6109,172.16.0.5,648,192.168.50.4,63274,17,4336,192371,461254,4336,271,0,Portmap
6110,172.16.0.5,648,192.168.50.4,1337,17,46985,17752,42566,46985,271,0,Portmap
6111,172.16.0.5,648,192.168.50.4,9189,17,1952,427315,1024590,1952,271,0,Portmap
6112,172.16.0.5,822,192.168.50.4,64881,17,3062,272410,653167,3062,271,0,Portmap
6113,172.16.0.5,648,192.168.50.4,54041,17,4911,169847,407249,4911,271,0,Portmap
6114,192.168.50.6,55074,72.21.91.29,80,6,115572076588,0,0,1724956366,85,0,BENIGN
6115,192.168.50.6,55066,74.208.236.171,80,6,922223945,3,0,54248467,136,0,BENIGN
6116,192.168.50.8,65217,4.2.2.4,53,17,2375,1520578,842105,2375,92,0,BENIGN
6117,172.16.0.5,648,192.168.50.4,49848,17,3454,241494,579038,3454,271,0,Portmap
6118,172.217.10.78,443,192.168.50.6,54989,6,170493460572,0,0,2524771126,315,0,BENIGN
6119,52.85.90.206,443,192.168.50.6,54893,6,129992958,12,8,9999458,522,0,BENIGN
6120,172.16.0.5,631,192.168.50.4,62244,17,3050,273482,655737,3050,271,0,Portmap
6121,172.16.0.5,672,192.168.50.4,19305,17,36233,23021,55198,36233,271,0,Portmap
6122,172.16.0.5,650,192.168.50.4,2967,17,45345,18394,44106,45345,271,0,Portmap
6123,192.168.50.6,55078,4.2.2.4,53,17,4535,550446,441014,4535,85,0,BENIGN
6124,172.16.0.5,871,192.168.50.4,25254,17,3114,267861,642260,3114,271,0,Portmap
6125,172.16.0.5,648,192.168.50.4,44541,17,3271,255004,611433,3271,271,0,Portmap
6126,172.16.0.5,648,192.168.50.4,49932,17,3181,262219,628733,3181,271,0,Portmap
6127,192.168.50.8,65283,4.2.2.4,53,17,2225,488184,898876,2225,80,0,BENIGN
6128,192.168.50.8,55801,4.2.2.4,53,17,26776,31969,74693,26776,67,0,BENIGN
6129,192.168.50.8,59710,172.217.10.70,443,6,24057004852,0,0,1045956732,220,0,BENIGN
6130,172.16.0.5,648,192.168.50.4,39749,17,43468,19189,46010,43468,271,0,Portmap
6131,192.168.50.6,54894,52.85.90.206,443,6,127609708,11,24,8507313,166,0,BENIGN
6132,172.16.0.5,648,192.168.50.4,3786,17,36531,22833,54748,36531,271,0,Portmap
6133,74.208.236.171,80,192.168.50.6,54814,6,663414558,1,3,24570909,1067,0,BENIGN
6134,172.16.0.5,836,192.168.50.4,6049,17,2510,332319,796812,2510,271,0,Portmap
6135,172.16.0.5,539,192.168.50.4,36491,17,2946,283136,678886,2946,271,0,Portmap
6136,192.168.50.6,59994,8.8.8.8,53,17,2557,540155,782166,2557,78,0,BENIGN
6137,172.16.0.5,635,192.168.50.4,53016,17,3050,273482,655737,3050,271,0,Portmap
6138,172.16.0.5,764,192.168.50.4,31208,17,47061,52578,42498,47061,289,0,Portmap
6139,172.16.0.5,552,192.168.50.4,49272,17,3343,249512,598265,3343,271,0,Portmap
6140,69.172.216.111,443,192.168.50.6,55218,6,11002088325,0,0,379382356,416,0,BENIGN
6141,172.16.0.5,625,192.168.50.4,838,17,3577,233190,559127,3577,271,0,Portmap
6142,172.16.0.5,952,192.168.50.4,9914,17,3038,274562,658327,3038,271,0,Portmap
6143,172.16.0.5,676,192.168.50.4,40537,17,3023,275924,661594,3023,271,0,Portmap
6144,192.168.50.6,62215,4.2.2.4,53,17,1923,2218449,1040041,1923,73,0,BENIGN
6145,172.16.0.5,861,192.168.50.4,39962,17,3931,212190,508776,3931,271,0,Portmap
6146,172.16.0.5,847,192.168.50.4,38479,17,43317,80541,46171,43317,253,0,Portmap
6147,172.16.0.5,648,192.168.50.4,3645,17,2931,284585,682360,2931,271,0,Portmap
6148,172.16.0.5,621,192.168.50.4,11776,17,44269,92946,45178,44269,307,0,Portmap
6149,172.16.0.5,648,192.168.50.4,5011,17,2590,322054,772200,2590,271,0,Portmap
6150,172.16.0.5,831,192.168.50.4,25897,17,4335,192415,461361,4335,271,0,Portmap
6151,172.16.0.5,41077,192.168.50.4,6044,6,100577338,37,39,33525779,60,0,Portmap
6152,172.16.0.5,792,192.168.50.4,58713,17,3011,1158693,664231,3011,253,0,Portmap
6153,172.16.0.5,533,192.168.50.4,48148,17,2138,1157335,935453,2138,289,0,Portmap
6154,192.168.50.9,40902,38.91.108.49,443,6,11875343708,0,0,146609181,107,0,BENIGN
6155,74.208.236.171,80,192.168.50.8,59858,6,500119697,5,3,100023939,62,0,BENIGN
6156,172.16.0.5,888,192.168.50.4,61280,17,3101,268984,644953,3101,271,0,Portmap
6157,172.16.0.5,663,192.168.50.4,28322,17,3123,267089,640409,3123,271,0,Portmap
6158,192.168.50.6,54960,172.217.6.194,80,6,5089306178,0,0,727043739,61,0,BENIGN
6159,104.196.121.62,443,192.168.50.9,43886,6,10302046163,0,0,447915050,510,0,BENIGN
6160,172.16.0.5,922,192.168.50.4,36111,17,3362,248102,594883,3362,271,0,Portmap
6161,172.16.0.5,648,192.168.50.4,42668,17,2947,283040,678656,2947,271,0,Portmap
6162,172.16.0.5,825,192.168.50.4,36258,17,4836,172481,413564,4836,271,0,Portmap
6163,172.16.0.5,535,192.168.50.4,34258,17,3130,266492,638977,3130,271,0,Portmap
6164,192.168.50.9,46826,192.168.10.50,22,6,65028511589,0,0,707225903,74,0,BENIGN
6165,192.168.50.8,54600,4.2.2.4,53,17,15548,69861,128633,15548,80,0,BENIGN
6166,192.168.50.6,63568,4.2.2.4,53,17,4502,437830,444247,4502,74,0,BENIGN
6167,172.16.0.5,947,192.168.50.4,12023,17,4390,190004,455580,4390,271,0,Portmap
6168,172.16.0.5,648,192.168.50.4,29077,17,5480,451529,364963,5480,289,0,Portmap
6169,192.168.50.6,61914,4.2.2.4,53,17,2788,283802,717360,2788,82,0,BENIGN
6170,192.168.50.6,55114,192.168.10.50,22,6,8998671002,0,0,1799734200,64,0,BENIGN
6171,192.168.50.6,64103,4.2.2.4,53,17,3214,613289,622277,3214,74,0,BENIGN
6172,172.16.0.5,648,192.168.50.4,32697,17,48395,17235,41326,48395,271,0,Portmap
6173,192.168.50.8,59744,74.208.236.171,80,6,2250,1400436,888888,2250,66,0,BENIGN
6174,172.16.0.5,540,192.168.50.4,45373,17,2063,404324,969461,2063,271,0,Portmap
6175,172.16.0.5,955,192.168.50.4,14453,17,35682,23376,56050,35682,271,0,Portmap
6176,52.84.33.52,80,192.168.50.8,59817,6,115745833323,0,0,3991235631,129,0,BENIGN
6177,172.16.0.5,884,192.168.50.4,46088,17,2494,334450,801924,2494,271,0,Portmap
6178,192.168.50.8,60032,4.2.2.4,53,17,4255,201178,470035,4255,67,0,BENIGN
